trip_id,timestamp,start_datetime,accel_x,accel_y,accel_z,speed_kmh,speed_change_rate
TRIP_8a13be,2026-03-07 23:21:31.439908,2026-03-07 23:21:30.390855,0.6849610333419762,1.7446361265496892,8.951741673308488,37.42831942966351,-0.007591633964828981
TRIP_8a13be,2026-03-07 23:21:32.752323,2026-03-07 23:21:30.390855,-0.16247898963920182,-1.5932321692363889,9.895482857473532,38.43697577869975,-0.2668077314552839
TRIP_8a13be,2026-03-07 23:21:33.488455,2026-03-07 23:21:30.390855,1.1116658005475517,0.2848056011591047,9.548991875229671,37.332182205721054,-0.8552066235754319
TRIP_8a13be,2026-03-07 23:21:34.759555,2026-03-07 23:21:30.390855,1.8892944671373355,-1.1701498548264153,8.815877019296053,36.000853830885376,0.5007077122072578
TRIP_8a13be,2026-03-07 23:21:35.441862,2026-03-07 23:21:30.390855,0.6993413496531393,1.8782707466751147,10.256837397548878,50.77451662395246,0.46531650573447325
TRIP_8a13be,2026-03-07 23:21:36.771413,2026-03-07 23:21:30.390855,-0.5749705819509487,0.6101397111788129,8.875767948865557,33.0675324658187,0.6769284009068406
TRIP_8a13be,2026-03-07 23:21:37.446367,2026-03-07 23:21:30.390855,1.2415463676508005,-1.089178702016513,10.094978466360024,23.867810261121058,0.7803298518306956
TRIP_8a13be,2026-03-07 23:21:38.761665,2026-03-07 23:21:30.390855,0.8797394242538772,-1.4479707272114681,8.610039198771572,53.14194261841172,0.9298982961507536
TRIP_8a13be,2026-03-07 23:21:39.442200,2026-03-07 23:21:30.390855,-1.3993274440802743,0.4372739919030977,8.41986482792413,40.189034060601486,-0.7747679379773362
TRIP_8a13be,2026-03-07 23:21:40.756829,2026-03-07 23:21:30.390855,1.8479465356803684,0.6354672419690068,8.580024296814402,25.071660848748447,-0.46715840543956055
TRIP_8a13be,2026-03-07 23:21:41.469562,2026-03-07 23:21:30.390855,1.191564877092937,-1.3858648125583333,9.702456633973478,32.61908044162426,-0.2577915389802179
TRIP_8a13be,2026-03-07 23:21:42.751011,2026-03-07 23:21:30.390855,0.5685787611375615,1.4188920100525095,9.527779667934269,29.098541829845956,0.7830741458488997
TRIP_8a13be,2026-03-07 23:21:43.440973,2026-03-07 23:21:30.390855,-1.284993247601534,0.47950263660257963,8.133425019483207,33.041782700484646,0.7065391575157423
TRIP_8a13be,2026-03-07 23:21:44.752565,2026-03-07 23:21:30.390855,-1.6578929124484096,-1.4720026385013605,10.847682527975943,45.0258864047081,-1.7635894618538352
TRIP_8a13be,2026-03-07 23:21:45.440942,2026-03-07 23:21:30.390855,1.8380187050332064,-0.1617085441435102,9.20969715912482,45.84823620787046,0.12038295577029912
TRIP_8a13be,2026-03-07 23:21:46.757032,2026-03-07 23:21:30.390855,1.766701482388974,-1.4274106240345552,8.090992199813973,47.913299365258396,-0.951693435795437
TRIP_8a13be,2026-03-07 23:21:47.674556,2026-03-07 23:21:30.390855,0.5379959026977317,-0.3192863514850348,8.76368372527901,20.03005063000479,-0.7491665611757576
TRIP_8a13be,2026-03-07 23:21:48.749795,2026-03-07 23:21:30.390855,-0.8915648606898738,1.2164212591796746,10.378892653652409,55.68170684192669,-0.08796844336702092
TRIP_8a13be,2026-03-07 23:21:49.440794,2026-03-07 23:21:30.390855,-1.8015888559244795,-1.6593005010745392,10.29117709963764,29.92308776135099,-0.19628385728152065
TRIP_8a13be,2026-03-07 23:21:50.749825,2026-03-07 23:21:30.390855,0.013225161706496458,-0.26372760822354424,8.567735602928984,53.36753641231178,-0.26388157722883254
TRIP_8a13be,2026-03-07 23:21:51.440356,2026-03-07 23:21:30.390855,1.8661733506279958,-1.1357643114931704,9.869244013379607,31.105958628995726,0.36479142543509524
TRIP_8a13be,2026-03-07 23:21:52.757024,2026-03-07 23:21:30.390855,-0.09145383942580354,-0.3134835606424762,8.95648300939925,42.15310028420127,0.3291605480940334
TRIP_8a13be,2026-03-07 23:21:53.438225,2026-03-07 23:21:30.390855,0.895517953007638,-0.9628914926359089,8.590080913819286,30.210013914739065,0.8572684796505672
TRIP_8a13be,2026-03-07 23:21:54.765925,2026-03-07 23:21:30.390855,1.6243369269639154,1.193686269924227,9.752154510752298,20.008185508316977,0.07025100892388814
TRIP_8a13be,2026-03-07 23:21:55.439619,2026-03-07 23:21:30.390855,-0.7310086287931479,0.26130463746594224,8.013541397425103,52.27900199288704,-0.6581592039157507
TRIP_8a13be,2026-03-07 23:21:56.751234,2026-03-07 23:21:30.390855,0.1972795231612987,-0.8143045771626132,9.527158933499202,55.44652540275321,0.6526103435461195
TRIP_8a13be,2026-03-07 23:21:57.446462,2026-03-07 23:21:30.390855,-1.753312747690487,1.3314681793374916,9.69851577796031,42.48190333350132,0.5023113190422528
TRIP_8a13be,2026-03-07 23:21:58.761453,2026-03-07 23:21:30.390855,0.6565697993350779,-1.4083258718944829,8.365280451982406,50.04536546414819,0.957056965762425
TRIP_8a13be,2026-03-07 23:21:59.441726,2026-03-07 23:21:30.390855,-0.8216408538637343,1.0040073093103068,10.431601010995784,45.98388107631024,-0.3771847289402275
TRIP_8a13be,2026-03-07 23:22:00.760607,2026-03-07 23:21:30.390855,-0.9744598110169993,1.1108247651277132,10.261550797265086,47.706263391370015,0.9307087180215052
TRIP_8a13be,2026-03-07 23:22:01.447005,2026-03-07 23:21:30.390855,-1.1168665319583422,-1.1375066392885733,9.53366752532228,55.860526622379,-0.4662480121907213
TRIP_8a13be,2026-03-07 23:22:02.758850,2026-03-07 23:21:30.390855,-1.358952630468072,1.7350872985255221,9.21626541006779,49.81525398158319,0.49644063775325575
TRIP_8a13be,2026-03-07 23:22:03.443857,2026-03-07 23:21:30.390855,1.456192244703892,1.8905810063904323,8.403726056371166,32.377539231442206,0.31796147673135633
TRIP_8a13be,2026-03-07 23:22:04.748685,2026-03-07 23:21:30.390855,-0.39157815973370447,0.7660427972304373,9.395460188842756,29.4137803598829,-0.19641471393605814
TRIP_8a13be,2026-03-07 23:22:05.755846,2026-03-07 23:21:30.390855,-0.597727962859051,-0.6672066924356095,8.692547918888428,52.49962550260631,0.5273919247789358
